class	slot	required	recommended
wastewater_sludge MIMARKS survey	env_local_scale	True	
wastewater_sludge MIMARKS survey	env_medium	True	
wastewater_sludge MIMARKS survey	env_package		True
wastewater_sludge MIMARKS survey	subspecf_gen_lin		True
wastewater_sludge MIMARKS survey	extrachrom_elements	False	
wastewater_sludge MIMARKS survey	source_mat_id		True
wastewater_sludge MIMARKS survey	biotic_relationship		True
wastewater_sludge MIMARKS survey	trophic_level		True
wastewater_sludge MIMARKS survey	rel_to_oxygen		True
wastewater_sludge MIMARKS survey	isol_growth_condt	True	
wastewater_sludge MIMARKS survey	samp_collec_device	False	
wastewater_sludge MIMARKS survey	samp_collec_method	False	
wastewater_sludge MIMARKS survey	samp_mat_process		True
wastewater_sludge MIMARKS survey	samp_size	False	
wastewater_sludge MIMARKS survey	samp_vol_we_dna_ext	False	
wastewater_sludge MIMARKS survey	nucl_acid_ext		True
wastewater_sludge MIMARKS survey	nucl_acid_amp		True
wastewater_sludge MIMARKS survey	target_gene	True	
wastewater_sludge MIMARKS survey	target_subfragment		True
wastewater_sludge MIMARKS survey	pcr_primers		True
wastewater_sludge MIMARKS survey	pcr_cond		True
wastewater_sludge MIMARKS survey	seq_meth	True	
wastewater_sludge MIMARKS survey	seq_quality_check		True
wastewater_sludge MIMARKS survey	chimera_check		True
wastewater_sludge MIMARKS survey	associated resource		True
wastewater_sludge MIMARKS survey	sop		True
wastewater_sludge MIMARKS survey	depth	False	
wastewater_sludge MIMARKS survey	alt		
wastewater_sludge MIMARKS survey	elev		
wastewater_sludge MIMARKS survey	temp	False	
wastewater_sludge MIMARKS survey	alkalinity	False	
wastewater_sludge MIMARKS survey	biochem_oxygen_dem	False	
wastewater_sludge MIMARKS survey	chem_administration	False	
wastewater_sludge MIMARKS survey	chem_oxygen_dem	False	
wastewater_sludge MIMARKS survey	efficiency_percent	False	
wastewater_sludge MIMARKS survey	emulsions	False	
wastewater_sludge MIMARKS survey	gaseous_substances	False	
wastewater_sludge MIMARKS survey	indust_eff_percent	False	
wastewater_sludge MIMARKS survey	inorg_particles	False	
wastewater_sludge MIMARKS survey	misc_param	False	
wastewater_sludge MIMARKS survey	nitrate	False	
wastewater_sludge MIMARKS survey	org_particles	False	
wastewater_sludge MIMARKS survey	organism_count	False	
wastewater_sludge MIMARKS survey	oxy_stat_samp	False	
wastewater_sludge MIMARKS survey	ph	False	
wastewater_sludge MIMARKS survey	perturbation	False	
wastewater_sludge MIMARKS survey	phosphate	False	
wastewater_sludge MIMARKS survey	pre_treatment	False	
wastewater_sludge MIMARKS survey	primary_treatment	False	
wastewater_sludge MIMARKS survey	reactor_type	False	
wastewater_sludge MIMARKS survey	samp_salinity	False	
wastewater_sludge MIMARKS survey	salinity	False	
wastewater_sludge MIMARKS survey	samp_store_dur	False	
wastewater_sludge MIMARKS survey	samp_store_loc	False	
wastewater_sludge MIMARKS survey	samp_store_temp	False	
wastewater_sludge MIMARKS survey	secondary_treatment	False	
wastewater_sludge MIMARKS survey	sewage_type	False	
wastewater_sludge MIMARKS survey	sludge_retent_time	False	
wastewater_sludge MIMARKS survey	sodium	False	
wastewater_sludge MIMARKS survey	soluble_inorg_mat	False	
wastewater_sludge MIMARKS survey	soluble_org_mat	False	
wastewater_sludge MIMARKS survey	suspend_solids	False	
wastewater_sludge MIMARKS survey	tertiary_treatment	False	
wastewater_sludge MIMARKS survey	tot_nitro	False	
wastewater_sludge MIMARKS survey	tot_phosphate	False	
wastewater_sludge MIMARKS survey	wastewater_type	False	
wastewater_sludge MISAG	submitted_to_insdc	True	
wastewater_sludge MISAG	investigation_type	True	
wastewater_sludge MISAG	samp_name	True	
wastewater_sludge MISAG	samp_taxon_id	True	
wastewater_sludge MISAG	project_name	True	
wastewater_sludge MISAG	experimental_factor		True
wastewater_sludge MISAG	lat_lon	True	
wastewater_sludge MISAG	geo_loc_name	True	
wastewater_sludge MISAG	collection_date	True	
wastewater_sludge MISAG	env_broad_scale	True	
wastewater_sludge MISAG	env_local_scale	True	
wastewater_sludge MISAG	env_medium	True	
wastewater_sludge MISAG	env_package		True
wastewater_sludge MISAG	ref_biomaterial	False	
wastewater_sludge MISAG	source_mat_id		True
wastewater_sludge MISAG	rel_to_oxygen	False	
wastewater_sludge MISAG	samp_collec_device		True
wastewater_sludge MISAG	samp_collec_method		True
wastewater_sludge MISAG	samp_mat_process		True
wastewater_sludge MISAG	size_frac	False	
wastewater_sludge MISAG	samp_size		True
wastewater_sludge MISAG	samp_vol_we_dna_ext	False	
wastewater_sludge MISAG	nucl_acid_ext		True
wastewater_sludge MISAG	nucl_acid_amp		True
wastewater_sludge MISAG	lib_size		True
wastewater_sludge MISAG	lib_reads_seqd		True
wastewater_sludge MISAG	lib_layout		True
wastewater_sludge MISAG	lib_vector		True
wastewater_sludge MISAG	lib_screen		True
wastewater_sludge MISAG	mid		True
wastewater_sludge MISAG	adapters		True
wastewater_sludge MISAG	seq_meth	True	
wastewater_sludge MISAG	tax_ident	True	
wastewater_sludge MISAG	assembly_qual	True	
wastewater_sludge MISAG	assembly_name		True
wastewater_sludge MISAG	assembly_software	True	
wastewater_sludge MISAG	annot	False	
wastewater_sludge MISAG	number_contig	False	
wastewater_sludge MISAG	feat_pred	False	
wastewater_sludge MISAG	ref_db	False	
wastewater_sludge MISAG	sim_search_meth	False	
wastewater_sludge MISAG	tax_class	False	
wastewater_sludge MISAG	x_16s_recover	False	
wastewater_sludge MISAG	trnas	False	
wastewater_sludge MISAG	trna_ext_software	False	
wastewater_sludge MISAG	compl_score	True	
wastewater_sludge MISAG	compl_software	True	
wastewater_sludge MISAG	compl_appr	False	
wastewater_sludge MISAG	contam_score	True	
wastewater_sludge MISAG	contam_screen_input	False	
wastewater_sludge MISAG	contam_screen_param	False	
wastewater_sludge MISAG	decontam_software	False	
wastewater_sludge MISAG	sort_tech	True	
wastewater_sludge MISAG	single_cell_lysis_appr	True	
wastewater_sludge MISAG	single_cell_lysis_prot	False	
wastewater_sludge MISAG	wga_amp_appr	True	
wastewater_sludge MISAG	wga_amp_kit	False	
wastewater_sludge MISAG	associated resource		True
wastewater_sludge MISAG	sop		True
wastewater_sludge MISAG	depth	False	
wastewater_sludge MISAG	alt		
wastewater_sludge MISAG	elev		
wastewater_sludge MISAG	temp	False	
wastewater_sludge MISAG	alkalinity	False	
wastewater_sludge MISAG	biochem_oxygen_dem	False	
wastewater_sludge MISAG	chem_administration	False	
wastewater_sludge MISAG	chem_oxygen_dem	False	
wastewater_sludge MISAG	efficiency_percent	False	
wastewater_sludge MISAG	emulsions	False	
wastewater_sludge MISAG	gaseous_substances	False	
wastewater_sludge MISAG	indust_eff_percent	False	
wastewater_sludge MISAG	inorg_particles	False	
wastewater_sludge MISAG	misc_param	False	
wastewater_sludge MISAG	nitrate	False	
wastewater_sludge MISAG	org_particles	False	
wastewater_sludge MISAG	organism_count	False	
wastewater_sludge MISAG	oxy_stat_samp	False	
wastewater_sludge MISAG	ph	False	
wastewater_sludge MISAG	perturbation	False	
wastewater_sludge MISAG	phosphate	False	
wastewater_sludge MISAG	pre_treatment	False	
wastewater_sludge MISAG	primary_treatment	False	
wastewater_sludge MISAG	reactor_type	False	
wastewater_sludge MISAG	samp_salinity	False	
wastewater_sludge MISAG	salinity	False	
wastewater_sludge MISAG	samp_store_dur	False	
wastewater_sludge MISAG	samp_store_loc	False	
wastewater_sludge MISAG	samp_store_temp	False	
wastewater_sludge MISAG	secondary_treatment	False	
wastewater_sludge MISAG	sewage_type	False	
wastewater_sludge MISAG	sludge_retent_time	False	
wastewater_sludge MISAG	sodium	False	
wastewater_sludge MISAG	soluble_inorg_mat	False	
wastewater_sludge MISAG	soluble_org_mat	False	
wastewater_sludge MISAG	suspend_solids	False	
wastewater_sludge MISAG	tertiary_treatment	False	
wastewater_sludge MISAG	tot_nitro	False	
wastewater_sludge MISAG	tot_phosphate	False	
wastewater_sludge MISAG	wastewater_type	False	
wastewater_sludge MIMAG	submitted_to_insdc	True	
wastewater_sludge MIMAG	investigation_type	True	
wastewater_sludge MIMAG	samp_name	True	
wastewater_sludge MIMAG	samp_taxon_id	True	
wastewater_sludge MIMAG	project_name	True	
wastewater_sludge MIMAG	experimental_factor		True
wastewater_sludge MIMAG	lat_lon	True	
wastewater_sludge MIMAG	geo_loc_name	True	
wastewater_sludge MIMAG	collection_date	True	
wastewater_sludge MIMAG	env_broad_scale	True	
wastewater_sludge MIMAG	env_local_scale	True	
wastewater_sludge MIMAG	env_medium	True	
wastewater_sludge MIMAG	env_package		True
wastewater_sludge MIMAG	ref_biomaterial	False	
wastewater_sludge MIMAG	source_mat_id		True
wastewater_sludge MIMAG	rel_to_oxygen	False	
wastewater_sludge MIMAG	samp_collec_device		True
wastewater_sludge MIMAG	samp_collec_method		True
wastewater_sludge MIMAG	samp_mat_process		True
wastewater_sludge MIMAG	size_frac	False	
wastewater_sludge MIMAG	samp_size		True
wastewater_sludge MIMAG	samp_vol_we_dna_ext	False	
wastewater_sludge MIMAG	nucl_acid_ext		True
wastewater_sludge MIMAG	nucl_acid_amp		True
wastewater_sludge MIMAG	lib_size		True
wastewater_sludge MIMAG	lib_reads_seqd		True
wastewater_sludge MIMAG	lib_layout		True
wastewater_sludge MIMAG	lib_vector		True
wastewater_sludge MIMAG	lib_screen		True
wastewater_sludge MIMAG	mid		True
wastewater_sludge MIMAG	adapters		True
wastewater_sludge MIMAG	seq_meth	True	
wastewater_sludge MIMAG	tax_ident	True	
wastewater_sludge MIMAG	assembly_qual	True	
wastewater_sludge MIMAG	assembly_name		True
wastewater_sludge MIMAG	assembly_software	True	
wastewater_sludge MIMAG	annot	False	
wastewater_sludge MIMAG	number_contig	False	
wastewater_sludge MIMAG	feat_pred	False	
wastewater_sludge MIMAG	ref_db	False	
wastewater_sludge MIMAG	sim_search_meth	False	
wastewater_sludge MIMAG	tax_class	False	
wastewater_sludge MIMAG	x_16s_recover	False	
wastewater_sludge MIMAG	trnas	False	
wastewater_sludge MIMAG	trna_ext_software	False	
wastewater_sludge MIMAG	compl_score	True	
wastewater_sludge MIMAG	compl_software	True	
wastewater_sludge MIMAG	compl_appr	False	
wastewater_sludge MIMAG	contam_score	True	
wastewater_sludge MIMAG	contam_screen_input	False	
wastewater_sludge MIMAG	contam_screen_param	False	
wastewater_sludge MIMAG	decontam_software	False	
wastewater_sludge MIMAG	bin_param	True	
wastewater_sludge MIMAG	bin_software	True	
wastewater_sludge MIMAG	reassembly_bin	False	
wastewater_sludge MIMAG	mag_cov_software	False	
wastewater_sludge MIMAG	associated resource		True
wastewater_sludge MIMAG	sop		True
wastewater_sludge MIMAG	depth	False	
wastewater_sludge MIMAG	alt		
wastewater_sludge MIMAG	elev		
wastewater_sludge MIMAG	temp	False	
wastewater_sludge MIMAG	alkalinity	False	
wastewater_sludge MIMAG	biochem_oxygen_dem	False	
wastewater_sludge MIMAG	chem_administration	False	
wastewater_sludge MIMAG	chem_oxygen_dem	False	
wastewater_sludge MIMAG	efficiency_percent	False	
wastewater_sludge MIMAG	emulsions	False	
wastewater_sludge MIMAG	gaseous_substances	False	
wastewater_sludge MIMAG	indust_eff_percent	False	
wastewater_sludge MIMAG	inorg_particles	False	
wastewater_sludge MIMAG	misc_param	False	
wastewater_sludge MIMAG	nitrate	False	
wastewater_sludge MIMAG	org_particles	False	
wastewater_sludge MIMAG	organism_count	False	
wastewater_sludge MIMAG	oxy_stat_samp	False	
wastewater_sludge MIMAG	ph	False	
wastewater_sludge MIMAG	perturbation	False	
wastewater_sludge MIMAG	phosphate	False	
wastewater_sludge MIMAG	pre_treatment	False	
wastewater_sludge MIMAG	primary_treatment	False	
wastewater_sludge MIMAG	reactor_type	False	
wastewater_sludge MIMAG	samp_salinity	False	
wastewater_sludge MIMAG	salinity	False	
wastewater_sludge MIMAG	samp_store_dur	False	
wastewater_sludge MIMAG	samp_store_loc	False	
wastewater_sludge MIMAG	samp_store_temp	False	
wastewater_sludge MIMAG	secondary_treatment	False	
wastewater_sludge MIMAG	sewage_type	False	
wastewater_sludge MIMAG	sludge_retent_time	False	
wastewater_sludge MIMAG	sodium	False	
wastewater_sludge MIMAG	soluble_inorg_mat	False	
wastewater_sludge MIMAG	soluble_org_mat	False	
wastewater_sludge MIMAG	suspend_solids	False	
wastewater_sludge MIMAG	tertiary_treatment	False	
wastewater_sludge MIMAG	tot_nitro	False	
wastewater_sludge MIMAG	tot_phosphate	False	
wastewater_sludge MIMAG	wastewater_type	False	
wastewater_sludge MIUVIG	submitted_to_insdc	True	
wastewater_sludge MIUVIG	investigation_type	True	
wastewater_sludge MIUVIG	samp_name	True	
wastewater_sludge MIUVIG	samp_taxon_id	True	
wastewater_sludge MIUVIG	project_name	True	
wastewater_sludge MIUVIG	experimental_factor		True
wastewater_sludge MIUVIG	lat_lon	True	
wastewater_sludge MIUVIG	geo_loc_name	True	
wastewater_sludge MIUVIG	collection_date	True	
wastewater_sludge MIUVIG	env_broad_scale	True	
wastewater_sludge MIUVIG	env_local_scale	True	
wastewater_sludge MIUVIG	env_medium	True	
wastewater_sludge MIUVIG	env_package		True
wastewater_sludge MIUVIG	estimated_size	False	
wastewater_sludge MIUVIG	ref_biomaterial	False	
wastewater_sludge MIUVIG	source_mat_id		True
wastewater_sludge MIUVIG	pathogenicity	False	
wastewater_sludge MIUVIG	biotic_relationship	False	
wastewater_sludge MIUVIG	specific_host	False	
wastewater_sludge MIUVIG	host_spec_range	False	
wastewater_sludge MIUVIG	host_disease_stat		True
wastewater_sludge MIUVIG	samp_collec_device		True
wastewater_sludge MIUVIG	samp_collec_method		True
wastewater_sludge MIUVIG	samp_mat_process		True
wastewater_sludge MIUVIG	size_frac		True
wastewater_sludge MIUVIG	samp_size		True
wastewater_sludge MIUVIG	samp_vol_we_dna_ext	False	
wastewater_sludge MIUVIG	source_uvig	True	
wastewater_sludge MIUVIG	virus_enrich_appr	True	
wastewater_sludge MIUVIG	nucl_acid_ext		True
wastewater_sludge MIUVIG	nucl_acid_amp		True
wastewater_sludge MIUVIG	lib_size		True
wastewater_sludge MIUVIG	lib_reads_seqd		True
wastewater_sludge MIUVIG	lib_layout		True
wastewater_sludge MIUVIG	lib_vector		True
wastewater_sludge MIUVIG	lib_screen		True
wastewater_sludge MIUVIG	mid		True
wastewater_sludge MIUVIG	adapters		True
wastewater_sludge MIUVIG	seq_meth	True	
wastewater_sludge MIUVIG	tax_ident	False	
wastewater_sludge MIUVIG	assembly_qual	True	
wastewater_sludge MIUVIG	assembly_name		True
wastewater_sludge MIUVIG	assembly_software	True	
wastewater_sludge MIUVIG	annot	False	
wastewater_sludge MIUVIG	number_contig	True	
wastewater_sludge MIUVIG	feat_pred		True
wastewater_sludge MIUVIG	ref_db		True
wastewater_sludge MIUVIG	sim_search_meth		True
wastewater_sludge MIUVIG	tax_class		True
wastewater_sludge MIUVIG	trnas	False	
wastewater_sludge MIUVIG	trna_ext_software	False	
wastewater_sludge MIUVIG	compl_score		True
wastewater_sludge MIUVIG	compl_software	False	
wastewater_sludge MIUVIG	compl_appr		True
wastewater_sludge MIUVIG	sort_tech		True
wastewater_sludge MIUVIG	single_cell_lysis_appr		True
wastewater_sludge MIUVIG	single_cell_lysis_prot		True
wastewater_sludge MIUVIG	wga_amp_appr		True
wastewater_sludge MIUVIG	wga_amp_kit		True
wastewater_sludge MIUVIG	bin_param		True
wastewater_sludge MIUVIG	bin_software		True
wastewater_sludge MIUVIG	reassembly_bin		True
wastewater_sludge MIUVIG	mag_cov_software	False	
wastewater_sludge MIUVIG	vir_ident_software	True	
wastewater_sludge MIUVIG	pred_genome_type	True	
wastewater_sludge MIUVIG	pred_genome_struc	True	
wastewater_sludge MIUVIG	detec_type	True	
wastewater_sludge MIUVIG	otu_class_appr		True
wastewater_sludge MIUVIG	otu_seq_comp_appr		True
wastewater_sludge MIUVIG	otu_db		True
wastewater_sludge MIUVIG	host_pred_appr		True
wastewater_sludge MIUVIG	host_pred_est_acc		True
wastewater_sludge MIUVIG	associated resource		True
wastewater_sludge MIUVIG	sop		True
wastewater_sludge MIUVIG	depth	False	
wastewater_sludge MIUVIG	alt		
wastewater_sludge MIUVIG	elev		
wastewater_sludge MIUVIG	temp	False	
wastewater_sludge MIUVIG	alkalinity	False	
wastewater_sludge MIUVIG	biochem_oxygen_dem	False	
wastewater_sludge MIUVIG	chem_administration	False	
wastewater_sludge MIUVIG	chem_oxygen_dem	False	
wastewater_sludge MIUVIG	efficiency_percent	False	
wastewater_sludge MIUVIG	emulsions	False	
wastewater_sludge MIUVIG	gaseous_substances	False	
wastewater_sludge MIUVIG	indust_eff_percent	False	
wastewater_sludge MIUVIG	inorg_particles	False	
wastewater_sludge MIUVIG	misc_param	False	
wastewater_sludge MIUVIG	nitrate	False	
wastewater_sludge MIUVIG	org_particles	False	
wastewater_sludge MIUVIG	organism_count	False	
wastewater_sludge MIUVIG	oxy_stat_samp	False	
wastewater_sludge MIUVIG	ph	False	
wastewater_sludge MIUVIG	perturbation	False	
wastewater_sludge MIUVIG	phosphate	False	
wastewater_sludge MIUVIG	pre_treatment	False	
wastewater_sludge MIUVIG	primary_treatment	False	
wastewater_sludge MIUVIG	reactor_type	False	
wastewater_sludge MIUVIG	samp_salinity	False	
wastewater_sludge MIUVIG	salinity	False	
wastewater_sludge MIUVIG	samp_store_dur	False	
wastewater_sludge MIUVIG	samp_store_loc	False	
wastewater_sludge MIUVIG	samp_store_temp	False	
wastewater_sludge MIUVIG	secondary_treatment	False	
wastewater_sludge MIUVIG	sewage_type	False	
wastewater_sludge MIUVIG	sludge_retent_time	False	
wastewater_sludge MIUVIG	sodium	False	
wastewater_sludge MIUVIG	soluble_inorg_mat	False	
wastewater_sludge MIUVIG	soluble_org_mat	False	
wastewater_sludge MIUVIG	suspend_solids	False	
wastewater_sludge MIUVIG	tertiary_treatment	False	
wastewater_sludge MIUVIG	tot_nitro	False	
wastewater_sludge MIUVIG	tot_phosphate	False	
wastewater_sludge MIUVIG	wastewater_type	False	
water MIGS eukaryote	submitted_to_insdc	True	
water MIGS eukaryote	investigation_type	True	
water MIGS eukaryote	samp_name	True	
water MIGS eukaryote	samp_taxon_id	True	
water MIGS eukaryote	project_name	True	
water MIGS eukaryote	experimental_factor	False	
water MIGS eukaryote	lat_lon	True	
water MIGS eukaryote	geo_loc_name	True	
water MIGS eukaryote	collection_date	True	
water MIGS eukaryote	env_broad_scale	True	
water MIGS eukaryote	env_local_scale	True	
water MIGS eukaryote	env_medium	True	
water MIGS eukaryote	env_package		True
water MIGS eukaryote	subspecf_gen_lin		True
water MIGS eukaryote	ploidy	False	
water MIGS eukaryote	num_replicons	False	
water MIGS eukaryote	extrachrom_elements	False	
water MIGS eukaryote	estimated_size	False	
water MIGS eukaryote	ref_biomaterial	False	
water MIGS eukaryote	source_mat_id		True
water MIGS eukaryote	pathogenicity		True
water MIGS eukaryote	biotic_relationship	False	
water MIGS eukaryote	specific_host	False	
water MIGS eukaryote	host_spec_range	False	
water MIGS eukaryote	health_disease_stat	False	
water MIGS eukaryote	host_disease_stat	False	
water MIGS eukaryote	trophic_level		True
water MIGS eukaryote	propagation		True
water MIGS eukaryote	isol_growth_condt	True	
water MIGS eukaryote	samp_collec_device	False	
water MIGS eukaryote	samp_collec_method	False	
water MIGS eukaryote	samp_mat_process	False	
water MIGS eukaryote	samp_size	False	
water MIGS eukaryote	samp_vol_we_dna_ext	False	
water MIGS eukaryote	nucl_acid_ext		True
water MIGS eukaryote	nucl_acid_amp		True
water MIGS eukaryote	lib_size	False	
water MIGS eukaryote	lib_reads_seqd	False	
water MIGS eukaryote	lib_layout	False	
water MIGS eukaryote	lib_vector	False	
water MIGS eukaryote	lib_screen	False	
water MIGS eukaryote	adapters		True
water MIGS eukaryote	seq_meth	True	
water MIGS eukaryote	tax_ident		True
water MIGS eukaryote	assembly_qual	True	
water MIGS eukaryote	assembly_name		True
water MIGS eukaryote	assembly_software	True	
water MIGS eukaryote	annot		True
water MIGS eukaryote	number_contig	True	
water MIGS eukaryote	feat_pred	False	
water MIGS eukaryote	ref_db	False	
water MIGS eukaryote	sim_search_meth	False	
water MIGS eukaryote	tax_class	False	
water MIGS eukaryote	compl_score	False	
water MIGS eukaryote	compl_software	False	
water MIGS eukaryote	associated resource		True
water MIGS eukaryote	sop		True
water MIGS eukaryote	depth	True	
water MIGS eukaryote	alt		
water MIGS eukaryote	elev	False	
water MIGS eukaryote	temp	False	
water MIGS eukaryote	alkalinity	False	
water MIGS eukaryote	alkalinity_method	False	
water MIGS eukaryote	alkyl_diethers	False	
water MIGS eukaryote	aminopept_act	False	
water MIGS eukaryote	ammonium	False	
water MIGS eukaryote	atmospheric_data	False	
water MIGS eukaryote	bacteria_carb_prod	False	
water MIGS eukaryote	bac_prod	False	
water MIGS eukaryote	bac_resp	False	
water MIGS eukaryote	biomass	False	
water MIGS eukaryote	bishomohopanol	False	
water MIGS eukaryote	bromide	False	
water MIGS eukaryote	calcium	False	
water MIGS eukaryote	carb_nitro_ratio	False	
water MIGS eukaryote	chem_administration	False	
water MIGS eukaryote	chloride	False	
water MIGS eukaryote	chlorophyll	False	
water MIGS eukaryote	conduc	False	
water MIGS eukaryote	density	False	
water MIGS eukaryote	diether_lipids	False	
water MIGS eukaryote	diss_carb_dioxide	False	
water MIGS eukaryote	diss_hydrogen	False	
water MIGS eukaryote	diss_inorg_carb	False	
water MIGS eukaryote	diss_inorg_nitro	False	
water MIGS eukaryote	diss_inorg_phosp	False	
water MIGS eukaryote	diss_org_carb	False	
water MIGS eukaryote	diss_org_nitro	False	
water MIGS eukaryote	diss_oxygen	False	
water MIGS eukaryote	down_par	False	
water MIGS eukaryote	fluor	False	
water MIGS eukaryote	glucosidase_act	False	
water MIGS eukaryote	light_intensity	False	
water MIGS eukaryote	magnesium	False	
water MIGS eukaryote	mean_frict_vel	False	
water MIGS eukaryote	mean_peak_frict_vel	False	
water MIGS eukaryote	misc_param	False	
water MIGS eukaryote	n_alkanes	False	
water MIGS eukaryote	nitrate	False	
water MIGS eukaryote	nitrite	False	
water MIGS eukaryote	nitro	False	
water MIGS eukaryote	org_carb	False	
water MIGS eukaryote	org_matter	False	
water MIGS eukaryote	org_nitro	False	
water MIGS eukaryote	organism_count	False	
water MIGS eukaryote	oxy_stat_samp	False	
water MIGS eukaryote	ph	False	
water MIGS eukaryote	part_org_carb	False	
water MIGS eukaryote	part_org_nitro	False	
water MIGS eukaryote	perturbation	False	
water MIGS eukaryote	petroleum_hydrocarb	False	
water MIGS eukaryote	phaeopigments	False	
water MIGS eukaryote	phosphate	False	
water MIGS eukaryote	phosplipid_fatt_acid	False	
water MIGS eukaryote	photon_flux	False	
water MIGS eukaryote	potassium	False	
water MIGS eukaryote	pressure	False	
water MIGS eukaryote	primary_prod	False	
water MIGS eukaryote	redox_potential	False	
water MIGS eukaryote	salinity	False	
water MIGS eukaryote	samp_store_dur	False	
water MIGS eukaryote	samp_store_loc	False	
water MIGS eukaryote	samp_store_temp	False	
water MIGS eukaryote	silicate	False	
water MIGS eukaryote	size_frac_low	False	
water MIGS eukaryote	size_frac_up	False	
water MIGS eukaryote	sodium	False	
water MIGS eukaryote	soluble_react_phosp	False	
water MIGS eukaryote	sulfate	False	
water MIGS eukaryote	sulfide	False	
water MIGS eukaryote	suspend_part_matter	False	
water MIGS eukaryote	tidal_stage	False	
water MIGS eukaryote	tot_depth_water_col	False	
water MIGS eukaryote	tot_diss_nitro	False	
water MIGS eukaryote	tot_inorg_nitro	False	
water MIGS eukaryote	tot_nitro	False	
water MIGS eukaryote	tot_part_carb	False	
water MIGS eukaryote	tot_phosp	False	
water MIGS eukaryote	turbidity	False	
water MIGS eukaryote	water_current	False	
water MIGS bacteria	submitted_to_insdc	True	
water MIGS bacteria	investigation_type	True	
water MIGS bacteria	samp_name	True	
water MIGS bacteria	samp_taxon_id	True	
water MIGS bacteria	project_name	True	
water MIGS bacteria	experimental_factor	False	
water MIGS bacteria	lat_lon	True	
water MIGS bacteria	geo_loc_name	True	
water MIGS bacteria	collection_date	True	
water MIGS bacteria	env_broad_scale	True	
water MIGS bacteria	env_local_scale	True	
water MIGS bacteria	env_medium	True	
water MIGS bacteria	env_package		True
water MIGS bacteria	subspecf_gen_lin		True
water MIGS bacteria	num_replicons	True	
water MIGS bacteria	extrachrom_elements		True
water MIGS bacteria	estimated_size	False	
water MIGS bacteria	ref_biomaterial	True	
water MIGS bacteria	source_mat_id		True
water MIGS bacteria	pathogenicity		True
water MIGS bacteria	biotic_relationship		True
water MIGS bacteria	specific_host		True
water MIGS bacteria	host_spec_range	False	
water MIGS bacteria	health_disease_stat		True
water MIGS bacteria	host_disease_stat		True
water MIGS bacteria	trophic_level		True
water MIGS bacteria	encoded_traits	False	
water MIGS bacteria	rel_to_oxygen		True
water MIGS bacteria	isol_growth_condt	True	
water MIGS bacteria	samp_collec_device	False	
water MIGS bacteria	samp_collec_method	False	
water MIGS bacteria	samp_mat_process	False	
water MIGS bacteria	samp_size	False	
water MIGS bacteria	samp_vol_we_dna_ext	False	
water MIGS bacteria	nucl_acid_ext		True
water MIGS bacteria	nucl_acid_amp		True
water MIGS bacteria	lib_size	False	
water MIGS bacteria	lib_reads_seqd	False	
water MIGS bacteria	lib_layout	False	
water MIGS bacteria	lib_vector	False	
water MIGS bacteria	lib_screen	False	
water MIGS bacteria	adapters		True
water MIGS bacteria	seq_meth	True	
water MIGS bacteria	tax_ident		True
water MIGS bacteria	assembly_qual	True	
water MIGS bacteria	assembly_name		True
water MIGS bacteria	assembly_software	True	
water MIGS bacteria	annot		True
water MIGS bacteria	number_contig	True	
water MIGS bacteria	feat_pred	False	
water MIGS bacteria	ref_db	False	
water MIGS bacteria	sim_search_meth	False	
water MIGS bacteria	tax_class	False	
water MIGS bacteria	compl_score	False	
water MIGS bacteria	compl_software	False	
water MIGS bacteria	associated resource		True
water MIGS bacteria	sop		True
water MIGS bacteria	depth	True	
water MIGS bacteria	alt		
water MIGS bacteria	elev	False	
water MIGS bacteria	temp	False	
water MIGS bacteria	alkalinity	False	
water MIGS bacteria	alkalinity_method	False	
water MIGS bacteria	alkyl_diethers	False	
water MIGS bacteria	aminopept_act	False	
water MIGS bacteria	ammonium	False	
water MIGS bacteria	atmospheric_data	False	
water MIGS bacteria	bacteria_carb_prod	False	
water MIGS bacteria	bac_prod	False	
water MIGS bacteria	bac_resp	False	
water MIGS bacteria	biomass	False	
water MIGS bacteria	bishomohopanol	False	
water MIGS bacteria	bromide	False	
water MIGS bacteria	calcium	False	
water MIGS bacteria	carb_nitro_ratio	False	
water MIGS bacteria	chem_administration	False	
water MIGS bacteria	chloride	False	
water MIGS bacteria	chlorophyll	False	
water MIGS bacteria	conduc	False	
water MIGS bacteria	density	False	
water MIGS bacteria	diether_lipids	False	
water MIGS bacteria	diss_carb_dioxide	False	
water MIGS bacteria	diss_hydrogen	False	
water MIGS bacteria	diss_inorg_carb	False	
water MIGS bacteria	diss_inorg_nitro	False	
water MIGS bacteria	diss_inorg_phosp	False	
water MIGS bacteria	diss_org_carb	False	
water MIGS bacteria	diss_org_nitro	False	
water MIGS bacteria	diss_oxygen	False	
water MIGS bacteria	down_par	False	
water MIGS bacteria	fluor	False	
water MIGS bacteria	glucosidase_act	False	
water MIGS bacteria	light_intensity	False	
water MIGS bacteria	magnesium	False	
water MIGS bacteria	mean_frict_vel	False	
water MIGS bacteria	mean_peak_frict_vel	False	
water MIGS bacteria	misc_param	False	
water MIGS bacteria	n_alkanes	False	
water MIGS bacteria	nitrate	False	
water MIGS bacteria	nitrite	False	
water MIGS bacteria	nitro	False	
water MIGS bacteria	org_carb	False	
water MIGS bacteria	org_matter	False	
water MIGS bacteria	org_nitro	False	
water MIGS bacteria	organism_count	False	
